e+CO2 cross-sections, extrapolated from Mumma et al. [1972]
63.8,8.5743984E-19,1.3641682E-18
63.9,8.5846994E-19,1.3650796E-18
64,8.5948658E-19,1.3659891E-18
64.1,8.6048952E-19,1.3668965E-18
64.2,8.6147849E-19,1.3678019E-18
64.3,8.6245324E-19,1.3687050E-18
64.4,8.6341352E-19,1.3696059E-18
64.5,8.6435906E-19,1.3705044E-18
64.6,8.6528960E-19,1.3714006E-18
64.7,8.6620489E-19,1.3722943E-18
64.8,8.6710467E-19,1.3731855E-18
64.9,8.6798868E-19,1.3740740E-18
65,8.6885667E-19,1.3749600E-18
65.1,8.6971124E-19,1.3758432E-18
65.2,8.7055987E-19,1.3767236E-18
65.3,8.7140295E-19,1.3776011E-18
65.4,8.7224047E-19,1.3784757E-18
65.5,8.7307244E-19,1.3793473E-18
65.6,8.7389884E-19,1.3802158E-18
65.7,8.7471966E-19,1.3810812E-18
65.8,8.7553491E-19,1.3819434E-18
65.9,8.7634458E-19,1.3828023E-18
66,8.7714865E-19,1.3836578E-18
66.1,8.7794713E-19,1.3845100E-18
66.2,8.7874001E-19,1.3853586E-18
66.3,8.7952729E-19,1.3862037E-18
66.4,8.8030895E-19,1.3870452E-18
66.5,8.8108499E-19,1.3878831E-18
66.6,8.8185541E-19,1.3887171E-18
66.7,8.8262020E-19,1.3895474E-18
66.8,8.8337935E-19,1.3903737E-18
66.9,8.8413286E-19,1.3911961E-18
67,8.8488072E-19,1.3920145E-18
67.1,8.8562293E-19,1.3928288E-18
67.2,8.8635948E-19,1.3936389E-18
67.3,8.8709037E-19,1.3944448E-18
67.4,8.8781558E-19,1.3952464E-18
67.5,8.8853512E-19,1.3960436E-18
67.6,8.8924898E-19,1.3968364E-18
67.7,8.8995715E-19,1.3976247E-18
67.8,8.9065963E-19,1.3984084E-18
67.9,8.9135640E-19,1.3991875E-18
68,8.9204747E-19,1.3999619E-18
68.1,8.9273283E-19,1.4007315E-18
68.2,8.9341247E-19,1.4014962E-18
68.3,8.9408639E-19,1.4022561E-18
68.4,8.9475458E-19,1.4030110E-18
68.5,8.9541704E-19,1.4037608E-18
68.6,8.9607375E-19,1.4045055E-18
68.7,8.9672472E-19,1.4052450E-18
68.8,8.9736994E-19,1.4059793E-18
68.9,8.9800940E-19,1.4067083E-18
69,8.9864310E-19,1.4074318E-18
69.1,8.9927102E-19,1.4081499E-18
69.2,8.9989317E-19,1.4088625E-18
69.3,9.0050955E-19,1.4095695E-18
69.4,9.0112013E-19,1.4102709E-18
69.5,9.0172492E-19,1.4109665E-18
69.6,9.0232392E-19,1.4116563E-18
69.7,9.0291711E-19,1.4123402E-18
69.8,9.0350449E-19,1.4130182E-18
69.9,9.0408605E-19,1.4136902E-18
70,9.0466179E-19,1.4143562E-18
70.1,9.0523171E-19,1.4150160E-18
70.2,9.0579579E-19,1.4156696E-18
70.3,9.0635403E-19,1.4163169E-18
70.4,9.0690643E-19,1.4169579E-18
70.5,9.0745298E-19,1.4175925E-18
70.6,9.0799367E-19,1.4182206E-18
70.7,9.0852850E-19,1.4188421E-18
70.8,9.0905746E-19,1.4194571E-18
70.9,9.0958055E-19,1.4200653E-18
71,9.1009776E-19,1.4206668E-18
71.1,9.1060908E-19,1.4212615E-18
71.2,9.1111452E-19,1.4218493E-18
71.3,9.1161405E-19,1.4224302E-18
71.4,9.1210768E-19,1.4230040E-18
71.5,9.1259541E-19,1.4235707E-18
71.6,9.1307722E-19,1.4241303E-18
71.7,9.1355310E-19,1.4246826E-18
71.8,9.1402307E-19,1.4252277E-18
71.9,9.1448710E-19,1.4257654E-18
72,9.1494673E-19,1.4262956E-18
72.1,9.1540441E-19,1.4268184E-18
72.2,9.1586016E-19,1.4273336E-18
72.3,9.1631399E-19,1.4278411E-18
72.4,9.1676591E-19,1.4283410E-18
72.5,9.1721590E-19,1.4288330E-18
72.6,9.1766397E-19,1.4293173E-18
72.7,9.1811012E-19,1.4297950E-18
72.8,9.1855434E-19,1.4302708E-18
72.9,9.1899665E-19,1.4307451E-18
73,9.1943704E-19,1.4312178E-18
73.1,9.1987550E-19,1.4316889E-18
73.2,9.2031205E-19,1.4321585E-18
73.3,9.2074667E-19,1.4326265E-18
73.4,9.2117937E-19,1.4330929E-18
73.5,9.2161015E-19,1.4335578E-18
73.6,9.2203902E-19,1.4340210E-18
73.7,9.2246596E-19,1.4344826E-18
73.8,9.2289098E-19,1.4349425E-18
73.9,9.2331408E-19,1.4354008E-18
74,9.2373526E-19,1.4358575E-18
74.1,9.2415452E-19,1.4363126E-18
74.2,9.2457186E-19,1.4367659E-18
74.3,9.2498727E-19,1.4372176E-18
74.4,9.2540077E-19,1.4376676E-18
74.5,9.2581235E-19,1.4381160E-18
74.6,9.2622201E-19,1.4385626E-18
74.7,9.2662975E-19,1.4390075E-18
74.8,9.2703557E-19,1.4394507E-18
74.9,9.2743947E-19,1.4398922E-18
75,9.2784144E-19,1.4403319E-18
75.1,9.2824150E-19,1.4407699E-18
75.2,9.2863964E-19,1.4412061E-18
75.3,9.2903586E-19,1.4416406E-18
75.4,9.2943016E-19,1.4420733E-18
75.5,9.2982254E-19,1.4425042E-18
75.6,9.3021301E-19,1.4429333E-18
75.7,9.3060155E-19,1.4433606E-18
75.8,9.3098817E-19,1.4437862E-18
75.9,9.3137287E-19,1.4442099E-18
76,9.3175566E-19,1.4446317E-18
76.1,9.3213652E-19,1.4450518E-18
76.2,9.3251547E-19,1.4454699E-18
76.3,9.3289250E-19,1.4458863E-18
76.4,9.3326760E-19,1.4463007E-18
76.5,9.3364079E-19,1.4467133E-18
76.6,9.3401206E-19,1.4471241E-18
76.7,9.3438141E-19,1.4475329E-18
76.8,9.3474885E-19,1.4479398E-18
76.9,9.3511436E-19,1.4483448E-18
77,9.3547795E-19,1.4487479E-18
77.1,9.3583963E-19,1.4491491E-18
77.2,9.3619939E-19,1.4495483E-18
77.3,9.3655723E-19,1.4499456E-18
77.4,9.3691315E-19,1.4503409E-18
77.5,9.3726715E-19,1.4507343E-18
77.6,9.3761924E-19,1.4511257E-18
77.7,9.3796940E-19,1.4515151E-18
77.8,9.3831765E-19,1.4519025E-18
77.9,9.3866398E-19,1.4522879E-18
78,9.3900839E-19,1.4526713E-18
78.1,9.3935089E-19,1.4530527E-18
78.2,9.3969146E-19,1.4534320E-18
78.3,9.4003012E-19,1.4538093E-18
78.4,9.4036686E-19,1.4541846E-18
78.5,9.4070168E-19,1.4545578E-18
78.6,9.4103459E-19,1.4549290E-18
78.7,9.4136557E-19,1.4552980E-18
78.8,9.4169464E-19,1.4556650E-18
78.9,9.4202179E-19,1.4560299E-18
79,9.4234703E-19,1.4563927E-18
79.1,9.4267034E-19,1.4567534E-18
79.2,9.4299174E-19,1.4571120E-18
79.3,9.4331122E-19,1.4574684E-18
79.4,9.4362879E-19,1.4578227E-18
79.5,9.4394444E-19,1.4581749E-18
79.6,9.4425817E-19,1.4585249E-18
79.7,9.4456998E-19,1.4588727E-18
79.8,9.4487988E-19,1.4592184E-18
79.9,9.4518786E-19,1.4595618E-18
80,9.4549392E-19,1.4599031E-18
80.1,9.4579806E-19,1.4602422E-18
80.2,9.4610029E-19,1.4605790E-18
80.3,9.4640060E-19,1.4609137E-18
80.4,9.4669900E-19,1.4612461E-18
80.5,9.4699548E-19,1.4615763E-18
80.6,9.4729004E-19,1.4619042E-18
80.7,9.4758269E-19,1.4622299E-18
80.8,9.4787341E-19,1.4625533E-18
80.9,9.4816223E-19,1.4628744E-18
81,9.4844912E-19,1.4631933E-18
81.1,9.4873410E-19,1.4635098E-18
81.2,9.4901717E-19,1.4638241E-18
81.3,9.4929831E-19,1.4641360E-18
81.4,9.4957755E-19,1.4644456E-18
81.5,9.4985486E-19,1.4647529E-18
81.6,9.5013026E-19,1.4650579E-18
81.7,9.5040374E-19,1.4653605E-18
81.8,9.5067531E-19,1.4656607E-18
81.9,9.5094496E-19,1.4659586E-18
82,9.5121270E-19,1.4662541E-18
82.1,9.5147852E-19,1.4665472E-18
82.2,9.5174242E-19,1.4668379E-18
82.3,9.5200441E-19,1.4671262E-18
82.4,9.5226449E-19,1.4674121E-18
82.5,9.5252264E-19,1.4676956E-18
82.6,9.5277889E-19,1.4679767E-18
82.7,9.5303321E-19,1.4682553E-18
82.8,9.5328563E-19,1.4685315E-18
82.9,9.5353612E-19,1.4688052E-18
83,9.5378470E-19,1.4690764E-18
83.1,9.5403137E-19,1.4693452E-18
83.2,9.5427612E-19,1.4696115E-18
83.3,9.5451896E-19,1.4698752E-18
83.4,9.5475988E-19,1.4701365E-18
83.5,9.5499888E-19,1.4703953E-18
83.6,9.5523598E-19,1.4706515E-18
83.7,9.5547115E-19,1.4709053E-18
83.8,9.5570441E-19,1.4711564E-18
83.9,9.5593576E-19,1.4714051E-18
84,9.5616519E-19,1.4716511E-18
84.1,9.5639271E-19,1.4718946E-18
84.2,9.5661831E-19,1.4721355E-18
84.3,9.5684200E-19,1.4723739E-18
84.4,9.5706378E-19,1.4726096E-18
84.5,9.5728364E-19,1.4728428E-18
84.6,9.5750158E-19,1.4730733E-18
84.7,9.5771762E-19,1.4733012E-18
84.8,9.5793173E-19,1.4735265E-18
84.9,9.5814394E-19,1.4737491E-18
85,9.5835507E-19,1.4739691E-18
85.1,9.5856674E-19,1.4741864E-18
85.2,9.5877896E-19,1.4744010E-18
85.3,9.5899169E-19,1.4746130E-18
85.4,9.5920490E-19,1.4748223E-18
85.5,9.5941855E-19,1.4750289E-18
85.6,9.5963261E-19,1.4752328E-18
85.7,9.5984704E-19,1.4754340E-18
85.8,9.6006181E-19,1.4756324E-18
85.9,9.6027689E-19,1.4758281E-18
86,9.6049224E-19,1.4760211E-18
86.1,9.6070782E-19,1.4762113E-18
86.2,9.6092361E-19,1.4763988E-18
86.3,9.6113957E-19,1.4765835E-18
86.4,9.6135566E-19,1.4767654E-18
86.5,9.6157185E-19,1.4769446E-18
86.6,9.6178811E-19,1.4771209E-18
86.7,9.6200440E-19,1.4772945E-18
86.8,9.6222069E-19,1.4774652E-18
86.9,9.6243694E-19,1.4776331E-18
87,9.6265311E-19,1.4777981E-18
87.1,9.6286918E-19,1.4779617E-18
87.2,9.6308511E-19,1.4781252E-18
87.3,9.6330087E-19,1.4782885E-18
87.4,9.6351642E-19,1.4784518E-18
87.5,9.6373173E-19,1.4786149E-18
87.6,9.6394675E-19,1.4787779E-18
87.7,9.6416147E-19,1.4789407E-18
87.8,9.6437584E-19,1.4791033E-18
87.9,9.6458983E-19,1.4792658E-18
88,9.6480341E-19,1.4794280E-18
88.1,9.6501653E-19,1.4795901E-18
88.2,9.6522918E-19,1.4797520E-18
88.3,9.6544131E-19,1.4799136E-18
88.4,9.6565288E-19,1.4800750E-18
88.5,9.6586387E-19,1.4802361E-18
88.6,9.6607424E-19,1.4803970E-18
88.7,9.6628396E-19,1.4805576E-18
88.8,9.6649298E-19,1.4807179E-18
88.9,9.6670129E-19,1.4808780E-18
89,9.6690883E-19,1.4810377E-18
89.1,9.6711559E-19,1.4811971E-18
89.2,9.6732152E-19,1.4813561E-18
89.3,9.6752658E-19,1.4815149E-18
89.4,9.6773076E-19,1.4816732E-18
89.5,9.6793400E-19,1.4818312E-18
89.6,9.6813629E-19,1.4819888E-18
89.7,9.6833757E-19,1.4821460E-18
89.8,9.6853782E-19,1.4823029E-18
89.9,9.6873701E-19,1.4824593E-18
90,9.6893510E-19,1.4826152E-18
90.1,9.6913205E-19,1.4827708E-18
90.2,9.6932784E-19,1.4829259E-18
90.3,9.6952242E-19,1.4830805E-18
90.4,9.6971576E-19,1.4832347E-18
90.5,9.6990783E-19,1.4833883E-18
90.6,9.7009860E-19,1.4835415E-18
90.7,9.7028803E-19,1.4836942E-18
90.8,9.7047608E-19,1.4838463E-18
90.9,9.7066272E-19,1.4839979E-18
91,9.7084792E-19,1.4841490E-18
91.1,9.7103164E-19,1.4842995E-18
91.2,9.7121385E-19,1.4844494E-18
91.3,9.7139452E-19,1.4845988E-18
91.4,9.7157360E-19,1.4847476E-18
91.5,9.7175107E-19,1.4848957E-18
91.6,9.7192689E-19,1.4850433E-18
91.7,9.7210103E-19,1.4851902E-18
91.8,9.7227345E-19,1.4853365E-18
91.9,9.7244412E-19,1.4854821E-18
92,9.7261300E-19,1.4856271E-18
92.1,9.7278007E-19,1.4857714E-18
92.2,9.7294527E-19,1.4859150E-18
92.3,9.7310859E-19,1.4860580E-18
92.4,9.7326999E-19,1.4862002E-18
92.5,9.7342943E-19,1.4863417E-18
92.6,9.7358688E-19,1.4864824E-18
92.7,9.7374230E-19,1.4866224E-18
92.8,9.7389566E-19,1.4867617E-18
92.9,9.7404692E-19,1.4869002E-18
93,9.7419606E-19,1.4870379E-18
93.1,9.7434304E-19,1.4871748E-18
93.2,9.7448781E-19,1.4873109E-18
93.3,9.7463036E-19,1.4874462E-18
93.4,9.7477064E-19,1.4875807E-18
93.5,9.7490862E-19,1.4877143E-18
93.6,9.7504426E-19,1.4878471E-18
93.7,9.7517754E-19,1.4879790E-18
93.8,9.7530841E-19,1.4881101E-18
93.9,9.7543684E-19,1.4882402E-18
94,9.7556281E-19,1.4883695E-18
94.1,9.7568626E-19,1.4884978E-18
94.2,9.7580718E-19,1.4886253E-18
94.3,9.7592552E-19,1.4887518E-18
94.4,9.7604126E-19,1.4888773E-18
94.5,9.7615435E-19,1.4890019E-18
94.6,9.7626476E-19,1.4891256E-18
94.7,9.7637246E-19,1.4892482E-18
94.8,9.7647742E-19,1.4893699E-18
94.9,9.7657959E-19,1.4894905E-18
95,9.7667895E-19,1.4896102E-18
95.1,9.7677546E-19,1.4897288E-18
95.2,9.7686909E-19,1.4898464E-18
95.3,9.7695980E-19,1.4899629E-18
95.4,9.7704756E-19,1.4900784E-18
95.5,9.7713233E-19,1.4901927E-18
95.6,9.7721408E-19,1.4903061E-18
95.7,9.7729278E-19,1.4904183E-18
95.8,9.7736839E-19,1.4905294E-18
95.9,9.7744087E-19,1.4906393E-18
96,9.7751020E-19,1.4907482E-18
96.1,9.7757634E-19,1.4908559E-18
96.2,9.7763925E-19,1.4909624E-18
96.3,9.7769890E-19,1.4910678E-18
96.4,9.7775525E-19,1.4911720E-18
96.5,9.7780828E-19,1.4912750E-18
96.6,9.7785794E-19,1.4913768E-18
96.7,9.7790420E-19,1.4914774E-18
96.8,9.7794704E-19,1.4915767E-18
96.9,9.7798640E-19,1.4916748E-18
97,9.7802227E-19,1.4917717E-18
97.1,9.7805460E-19,1.4918673E-18
97.2,9.7808337E-19,1.4919616E-18
97.3,9.7810852E-19,1.4920547E-18
97.4,9.7813005E-19,1.4921464E-18
97.5,9.7814790E-19,1.4922369E-18
97.6,9.7816204E-19,1.4923260E-18
97.7,9.7817244E-19,1.4924138E-18
97.8,9.7817907E-19,1.4925002E-18
97.9,9.7818189E-19,1.4925853E-18
98,9.7818149E-19,1.4926690E-18
98.1,9.7817927E-19,1.4927513E-18
98.2,9.7817532E-19,1.4928323E-18
98.3,9.7816967E-19,1.4929118E-18
98.4,9.7816232E-19,1.4929899E-18
98.5,9.7815331E-19,1.4930666E-18
98.6,9.7814264E-19,1.4931419E-18
98.7,9.7813035E-19,1.4932157E-18
98.8,9.7811645E-19,1.4932880E-18
98.9,9.7810095E-19,1.4933589E-18
99,9.7808389E-19,1.4934283E-18
99.1,9.7806527E-19,1.4934962E-18
99.2,9.7804513E-19,1.4935625E-18
99.3,9.7802348E-19,1.4936274E-18
99.4,9.7800033E-19,1.4936907E-18
99.5,9.7797572E-19,1.4937525E-18
99.6,9.7794965E-19,1.4938127E-18
99.7,9.7792216E-19,1.4938714E-18
99.8,9.7789326E-19,1.4939284E-18
99.9,9.7786296E-19,1.4939839E-18
100,9.7783130E-19,1.4940378E-18
100.1,9.7779828E-19,1.4940900E-18
100.2,9.7776394E-19,1.4941407E-18
100.3,9.7772828E-19,1.4941897E-18
100.4,9.7769133E-19,1.4942370E-18
100.5,9.7765312E-19,1.4942827E-18
100.6,9.7761365E-19,1.4943267E-18
100.7,9.7757295E-19,1.4943690E-18
100.8,9.7753104E-19,1.4944096E-18
100.9,9.7748794E-19,1.4944485E-18
101,9.7744367E-19,1.4944857E-18
101.1,9.7739825E-19,1.4945212E-18
101.2,9.7735170E-19,1.4945549E-18
101.3,9.7730404E-19,1.4945869E-18
101.4,9.7725529E-19,1.4946170E-18
101.5,9.7720546E-19,1.4946454E-18
101.6,9.7715459E-19,1.4946721E-18
101.7,9.7710268E-19,1.4946969E-18
101.8,9.7704977E-19,1.4947199E-18
101.9,9.7699586E-19,1.4947410E-18
102,9.7694098E-19,1.4947604E-18
102.1,9.7688515E-19,1.4947778E-18
102.2,9.7682839E-19,1.4947934E-18
102.3,9.7677072E-19,1.4948072E-18
102.4,9.7671216E-19,1.4948190E-18
102.5,9.7665273E-19,1.4948290E-18
102.6,9.7659244E-19,1.4948370E-18
102.7,9.7653133E-19,1.4948432E-18
102.8,9.7646940E-19,1.4948473E-18
102.9,9.7640668E-19,1.4948496E-18
103,9.7634319E-19,1.4948498E-18
103.1,9.7627895E-19,1.4948469E-18
103.2,9.7621398E-19,1.4948407E-18
103.3,9.7614829E-19,1.4948311E-18
103.4,9.7608192E-19,1.4948183E-18
103.5,9.7601487E-19,1.4948023E-18
103.6,9.7594717E-19,1.4947831E-18
103.7,9.7587884E-19,1.4947607E-18
103.8,9.7580990E-19,1.4947352E-18
103.9,9.7574037E-19,1.4947067E-18
104,9.7567026E-19,1.4946751E-18
104.1,9.7559961E-19,1.4946406E-18
104.2,9.7552842E-19,1.4946031E-18
104.3,9.7545672E-19,1.4945627E-18
104.4,9.7538453E-19,1.4945194E-18
104.5,9.7531186E-19,1.4944734E-18
104.6,9.7523875E-19,1.4944245E-18
104.7,9.7516520E-19,1.4943729E-18
104.8,9.7509124E-19,1.4943185E-18
104.9,9.7501689E-19,1.4942616E-18
105,9.7494217E-19,1.4942020E-18
105.1,9.7486709E-19,1.4941398E-18
105.2,9.7479168E-19,1.4940750E-18
105.3,9.7471596E-19,1.4940078E-18
105.4,9.7463995E-19,1.4939381E-18
105.5,9.7456367E-19,1.4938660E-18
105.6,9.7448713E-19,1.4937915E-18
105.7,9.7441036E-19,1.4937146E-18
105.8,9.7433338E-19,1.4936355E-18
105.9,9.7425621E-19,1.4935540E-18
106,9.7417886E-19,1.4934704E-18
106.1,9.7410136E-19,1.4933846E-18
106.2,9.7402373E-19,1.4932966E-18
106.3,9.7394599E-19,1.4932066E-18
106.4,9.7386815E-19,1.4931144E-18
106.5,9.7379025E-19,1.4930203E-18
106.6,9.7371229E-19,1.4929242E-18
106.7,9.7363429E-19,1.4928261E-18
106.8,9.7355629E-19,1.4927261E-18
106.9,9.7347829E-19,1.4926243E-18
107,9.7340032E-19,1.4925207E-18
107.1,9.7332239E-19,1.4924152E-18
107.2,9.7324453E-19,1.4923081E-18
107.3,9.7316676E-19,1.4921992E-18
107.4,9.7308910E-19,1.4920887E-18
107.5,9.7301157E-19,1.4919765E-18
107.6,9.7293418E-19,1.4918628E-18
107.7,9.7285696E-19,1.4917475E-18
107.8,9.7277992E-19,1.4916307E-18
107.9,9.7270301E-19,1.4915125E-18
108,9.7262501E-19,1.4913929E-18
108.1,9.7254554E-19,1.4912718E-18
108.2,9.7246461E-19,1.4911495E-18
108.3,9.7238222E-19,1.4910258E-18
108.4,9.7229840E-19,1.4909009E-18
108.5,9.7221316E-19,1.4907748E-18
108.6,9.7212652E-19,1.4906474E-18
108.7,9.7203848E-19,1.4905190E-18
108.8,9.7194906E-19,1.4903894E-18
108.9,9.7185828E-19,1.4902588E-18
109,9.7176615E-19,1.4901272E-18
109.1,9.7167268E-19,1.4899946E-18
109.2,9.7157789E-19,1.4898611E-18
109.3,9.7148179E-19,1.4897266E-18
109.4,9.7138440E-19,1.4895913E-18
109.5,9.7128572E-19,1.4894552E-18
109.6,9.7118578E-19,1.4893183E-18
109.7,9.7108459E-19,1.4891807E-18
109.8,9.7098216E-19,1.4890424E-18
109.9,9.7087851E-19,1.4889034E-18
110,9.7077365E-19,1.4887638E-18
110.1,9.7066759E-19,1.4886237E-18
110.2,9.7056035E-19,1.4884830E-18
110.3,9.7045194E-19,1.4883418E-18
110.4,9.7034238E-19,1.4882001E-18
110.5,9.7023168E-19,1.4880581E-18
110.6,9.7011985E-19,1.4879156E-18
110.7,9.7000691E-19,1.4877729E-18
110.8,9.6989288E-19,1.4876298E-18
110.9,9.6977776E-19,1.4874865E-18
111,9.6966157E-19,1.4873429E-18
111.1,9.6954433E-19,1.4871992E-18
111.2,9.6942605E-19,1.4870554E-18
111.3,9.6930674E-19,1.4869115E-18
111.4,9.6918641E-19,1.4867675E-18
111.5,9.6906509E-19,1.4866235E-18
111.6,9.6894278E-19,1.4864795E-18
111.7,9.6881950E-19,1.4863356E-18
111.8,9.6869527E-19,1.4861918E-18
111.9,9.6857009E-19,1.4860481E-18
112,9.6844399E-19,1.4859047E-18
112.1,9.6831696E-19,1.4857614E-18
112.2,9.6818904E-19,1.4856185E-18
112.3,9.6806024E-19,1.4854758E-18
112.4,9.6793056E-19,1.4853335E-18
112.5,9.6780002E-19,1.4851916E-18
112.6,9.6766864E-19,1.4850501E-18
112.7,9.6753642E-19,1.4849091E-18
112.8,9.6740339E-19,1.4847685E-18
112.9,9.6726956E-19,1.4846286E-18
113,9.6713495E-19,1.4844892E-18
113.1,9.6699955E-19,1.4843504E-18
113.2,9.6686340E-19,1.4842124E-18
113.3,9.6672650E-19,1.4840750E-18
113.4,9.6658887E-19,1.4839384E-18
113.5,9.6645052E-19,1.4838026E-18
113.6,9.6631147E-19,1.4836676E-18
113.7,9.6617173E-19,1.4835334E-18
113.8,9.6603132E-19,1.4833999E-18
113.9,9.6589024E-19,1.4832657E-18
114,9.6574851E-19,1.4831307E-18
114.1,9.6560615E-19,1.4829948E-18
114.2,9.6546318E-19,1.4828582E-18
114.3,9.6531959E-19,1.4827207E-18
114.4,9.6517542E-19,1.4825825E-18
114.5,9.6503067E-19,1.4824434E-18
114.6,9.6488535E-19,1.4823035E-18
114.7,9.6473949E-19,1.4821629E-18
114.8,9.6459309E-19,1.4820214E-18
114.9,9.6444617E-19,1.4818791E-18
115,9.6429875E-19,1.4817361E-18
115.1,9.6415083E-19,1.4815922E-18
115.2,9.6400243E-19,1.4814476E-18
115.3,9.6385357E-19,1.4813022E-18
115.4,9.6370426E-19,1.4811560E-18
115.5,9.6355451E-19,1.4810090E-18
115.6,9.6340434E-19,1.4808612E-18
115.7,9.6325376E-19,1.4807127E-18
115.8,9.6310278E-19,1.4805633E-18
115.9,9.6295143E-19,1.4804132E-18
116,9.6279971E-19,1.4802623E-18
116.1,9.6264764E-19,1.4801107E-18
116.2,9.6249523E-19,1.4799583E-18
116.3,9.6234249E-19,1.4798051E-18
116.4,9.6218945E-19,1.4796511E-18
116.5,9.6203611E-19,1.4794964E-18
116.6,9.6188249E-19,1.4793409E-18
116.7,9.6172860E-19,1.4791847E-18
116.8,9.6157445E-19,1.4790277E-18
116.9,9.6142007E-19,1.4788700E-18
117,9.6126546E-19,1.4787115E-18
117.1,9.6111064E-19,1.4785522E-18
117.2,9.6095562E-19,1.4783922E-18
117.3,9.6080042E-19,1.4782315E-18
117.4,9.6064505E-19,1.4780700E-18
117.5,9.6048953E-19,1.4779077E-18
117.6,9.6033386E-19,1.4777448E-18
117.7,9.6017807E-19,1.4775811E-18
117.8,9.6002216E-19,1.4774166E-18
117.9,9.5986581E-19,1.4772514E-18
118,9.5970846E-19,1.4770855E-18
118.1,9.5955010E-19,1.4769189E-18
118.2,9.5939074E-19,1.4767515E-18
118.3,9.5923039E-19,1.4765834E-18
118.4,9.5906904E-19,1.4764146E-18
118.5,9.5890672E-19,1.4762450E-18
118.6,9.5874342E-19,1.4760748E-18
118.7,9.5857915E-19,1.4759038E-18
118.8,9.5841392E-19,1.4757321E-18
118.9,9.5824774E-19,1.4755597E-18
119,9.5808060E-19,1.4753865E-18
119.1,9.5791253E-19,1.4752127E-18
119.2,9.5774352E-19,1.4750382E-18
119.3,9.5757358E-19,1.4748629E-18
119.4,9.5740271E-19,1.4746870E-18
119.5,9.5723094E-19,1.4745103E-18
119.6,9.5705825E-19,1.4743330E-18
119.7,9.5688466E-19,1.4741549E-18
119.8,9.5671018E-19,1.4739762E-18
119.9,9.5653480E-19,1.4737967E-18
120,9.5635854E-19,1.4736166E-18
120.1,9.5618141E-19,1.4734358E-18
120.2,9.5600341E-19,1.4732543E-18
120.3,9.5582454E-19,1.4730721E-18
120.4,9.5564482E-19,1.4728892E-18
120.5,9.5546425E-19,1.4727057E-18
120.6,9.5528283E-19,1.4725214E-18
120.7,9.5510058E-19,1.4723365E-18
120.8,9.5491750E-19,1.4721509E-18
120.9,9.5473359E-19,1.4719647E-18
121,9.5454887E-19,1.4717778E-18
121.1,9.5436334E-19,1.4715902E-18
121.2,9.5417700E-19,1.4714019E-18
121.3,9.5398987E-19,1.4712130E-18
121.4,9.5380194E-19,1.4710234E-18
121.5,9.5361324E-19,1.4708331E-18
121.6,9.5342375E-19,1.4706422E-18
121.7,9.5323349E-19,1.4704507E-18
121.8,9.5304247E-19,1.4702584E-18
121.9,9.5285070E-19,1.4700656E-18
122,9.5265817E-19,1.4698720E-18
122.1,9.5246489E-19,1.4696779E-18
122.2,9.5227088E-19,1.4694831E-18
122.3,9.5207614E-19,1.4692876E-18
122.4,9.5188067E-19,1.4690915E-18
122.5,9.5168448E-19,1.4688947E-18
122.6,9.5148758E-19,1.4686974E-18
122.7,9.5128998E-19,1.4684994E-18
122.8,9.5109168E-19,1.4683007E-18
122.9,9.5089269E-19,1.4681014E-18
123,9.5069301E-19,1.4679015E-18
123.1,9.5049265E-19,1.4677010E-18
123.2,9.5029162E-19,1.4674998E-18
123.3,9.5008993E-19,1.4672980E-18
123.4,9.4988757E-19,1.4670956E-18
123.5,9.4968457E-19,1.4668926E-18
123.6,9.4948092E-19,1.4666889E-18
123.7,9.4927663E-19,1.4664847E-18
123.8,9.4907170E-19,1.4662798E-18
123.9,9.4886615E-19,1.4660743E-18
124,9.4865998E-19,1.4658682E-18
124.1,9.4845320E-19,1.4656615E-18
124.2,9.4824581E-19,1.4654542E-18
124.3,9.4803782E-19,1.4652463E-18
124.4,9.4782924E-19,1.4650378E-18
124.5,9.4762008E-19,1.4648287E-18
124.6,9.4741033E-19,1.4646190E-18
124.7,9.4720001E-19,1.4644087E-18
124.8,9.4698912E-19,1.4641978E-18
124.9,9.4677767E-19,1.4639863E-18
125,9.4656567E-19,1.4637743E-18
125.1,9.4635312E-19,1.4635616E-18
125.2,9.4614003E-19,1.4633484E-18
125.3,9.4592641E-19,1.4631345E-18
125.4,9.4571226E-19,1.4629201E-18
125.5,9.4549759E-19,1.4627051E-18
125.6,9.4528241E-19,1.4624896E-18
125.7,9.4506671E-19,1.4622734E-18
125.8,9.4485052E-19,1.4620567E-18
125.9,9.4463383E-19,1.4618395E-18
126,9.4441666E-19,1.4616216E-18
126.1,9.4419900E-19,1.4614032E-18
126.2,9.4398087E-19,1.4611842E-18
126.3,9.4376227E-19,1.4609647E-18
126.4,9.4354321E-19,1.4607446E-18
126.5,9.4332369E-19,1.4605239E-18
126.6,9.4310373E-19,1.4603027E-18
126.7,9.4288332E-19,1.4600810E-18
126.8,9.4266248E-19,1.4598587E-18
126.9,9.4244121E-19,1.4596358E-18
127,9.4221952E-19,1.4594124E-18
127.1,9.4199741E-19,1.4591884E-18
127.2,9.4177490E-19,1.4589639E-18
127.3,9.4155198E-19,1.4587389E-18
127.4,9.4132866E-19,1.4585133E-18
127.5,9.4110496E-19,1.4582872E-18
127.6,9.4088088E-19,1.4580605E-18
127.7,9.4065642E-19,1.4578334E-18
